CourseID,CourseName,Credits,Description
2430,Neuroanatomy Laboratory,2,"Laboratory course emphasizing the fundamentals of neuroanatomy. The major sensory, motor, and integrative neural systems of the human brain are explored. Based on an understanding of normal neural connections and brain function, the anatomical and physiological bases for multiple neurological disorders are also discussed. Primary literature and clinical case studies will inform discussions throughout the course. 2 undergraduate hours. 2 graduate hours. Prerequisite: MCB 314 or consent of instructor."
2431,Integrative Neuroscience,3,"Employs integrative, multi-level systems approaches to nervous system and behavior. Focuses on neural circuits in sensory integration, pattern generation, the integration of sensation, internal states and learning in behavioral decision, the neuronal natures of pain, sleep, and biological rhythms, neuroeconomics, new vistas in neural modeling and interfacing brain and machine. Students are presented in neuroethological contexts of evolution and the economics of behavior and physiology. Same as NEUR 462. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor. May be taken concurrently with MCB 461."
2432,Human Metabolic Disease,3,"Examination of the molecular and physiological basis of human metabolic disease. Disruption of metabolic and energy homeostasis plays key roles leading to metabolic disorders. We will examine how lipid/glucose levels and energy balance are controlled in health and how they are abnormally regulated in disease sates. In addition, we will cover current topics related to control of metabolism including aging and circadian rhythms. Methodologies leading to scientific discoveries and potential preventive and therapeutic agents will also be discussed. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 250, MCB 252, or consent of instructor."
2433,Neuro &amp; Molecular Pharmacology,3,"Introduction to fundamental principles of pharmacology that provides a comprehensive understanding of the principles and concepts applied to modern pharmacology, including pharmacokinetics, pharmacodynamics, neuropharmacology, toxicology, drug development and clinical trials, and drugs targeting various diseases. Emphasis is placed on the mechanisms of action. The course will cover several classes of drugs, including anti-infective agents, autonomic/central nervous system modulators, neuropharmacology, anti-cancer therapeutics and drugs targeting the major organ systems of the body. In an active learning style, case studies and sample MCAT questions will be used to bring relevance to covered topics. This course is ideal for those interested in pharmacology, neuropharmacology, pharmacy, medicine, veterinary medicine, nursing, kinesiology, or graduate school in the life sciences. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 and MCB 354, or consent of instructor."
2434,Cancer Pathophysiology,3,"Abnormalities that occur at the molecular and cellular level manifest as pathologies affecting the onset and progression of various forms of cancer. This course focuses on the pathophysiology of common human cancers and the genetic and environmental factors that influence malignant invasion and metastasis. The involvement of these biological factors in cancer development, diagnosis, prevention, and management will be examined throughout the course integrating basic science and clinical aspects central to oncology. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252; MCB 354 or MCB 450 or consent of instructor."
2435,Eukaryotic Cell Signaling,3,"General principles of molecular signaling regulating membrane, cytoplasmic, and nuclear events in eukaryotic cells with emphasis on mammalian systems. Contemporary methods of investigation and the principles of identifying and solving problems related to signal transduction will be emphasized. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor."
2436,Special Topics Mol Cell Biol,1,Discussion of current topics of interest within the broad domain of molecular and cellular biology; seminar or lecture format. Topics vary. 1 TO 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 12 hours. Prerequisite: Junior standing and consent of instructor.
2437,Special Topics in Cell and Developmental Biology,1,"Discussion of current topics of interest in higher eukaryotic cellular and molecular biology, development, neurobiology; seminar or lecture format. Topics vary. Approved for Letter and S/U grading. May be repeated if topics vary, to a maximum of 8 hours. Prerequisite: Consent of instructor."
2438,Reproductive Physiol Seminar,1,Presentation and discussion of current literature as well as graduate student and staff research proposals and findings in reproductive physiology. May be repeated to a maximum of 4 hours. Prerequisite: Consent of instructor.
2439,Interdisciplinary Approaches to Neuroscience II,3,Same as NEUR 543 and PSYC 543. See NEUR 543.
2440,Functional Genomics in Principle and Practice,3,"Experimental and analytical foundations of functional genomics, tailored to experimental biologists who are using high-throughput sequencing technologies to analyze function in animal genomes. Lectures cover experimental methods and tools available for bioinformatics analysis; students will gain experience in the use of online or command-line bioinformatics tools through weekly assignments. Advanced knowledge in eukaryotic molecular genetics is needed but bioinformatics skills are not required. Students must have access to a networked computer on which they can load software in order to complete required assignments for the course. Prerequisite: MCB 502 or equivalent or consent of instructor."
